"Table A2P - Number of households owed a prevention duty by reason for loss, or threat of loss, of last settled homeEngland, July to September 2021",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
E06000016,Leicester,,,305,,130,,10,1,4,1,1,,1,91,2,1,1,17,,1,121,9,13,7,,4,2,0,2,,2,0,0,2,,0,4,14
E07000063,Lewes,,,24,,15,,1,0,0,1,2,,0,9,0,0,0,2,,0,6,1,1,1,,0,0,0,0,,0,0,0,0,,0,0,0
E09000023,Lewisham,,,297,,81,,1,2,3,1,9,,3,44,3,1,1,13,,18,104,15,18,4,,4,3,0,1,,5,3,2,0,,7,2,39
E07000194,Lichfield,,,53,,13,,0,0,1,0,1,,0,7,1,0,0,3,,0,11,7,14,0,,3,0,1,2,,0,0,0,0,,0,0,5
E07000138,Lincoln,,,45,,20,,2,0,0,1,1,,0,12,1,0,0,3,,0,9,2,0,0,,0,0,0,0,,6,0,0,6,,2,0,6
E08000012,Liverpool,,,79,,59,,0,0,0,2,6,,0,49,0,0,0,2,,0,3,0,1,3,,2,1,1,0,,0,0,0,0,,0,0,11
E06000032,Luton,,,134,,41,,3,0,1,0,1,,2,31,0,0,0,3,,18,27,9,13,5,,4,3,0,1,,5,1,0,4,,0,1,11
E07000110,Maidstone,,,126,,26,,4,0,1,0,3,,0,16,0,0,0,2,,5,31,7,10,0,,30,23,1,6,,6,1,1,4,,4,0,7
E07000074,Maldon,,,44,,3,,0,0,0,0,0,,0,2,0,0,0,1,,1,9,2,3,1,,1,1,0,0,,0,0,0,0,,1,0,23
E07000235,Malvern Hills,,,13,,4,,0,0,0,0,0,,0,4,0,0,0,0,,0,6,0,0,0,,0,0,0,0,,0,0,0,0,,1,0,2
E08000003,Manchester,,,635,,255,,8,7,8,5,12,,5,139,6,2,6,57,,23,183,31,30,12,,11,0,2,9,,14,0,8,6,,11,28,37
E07000174,Mansfield,,,34,,23,,0,0,1,0,3,,0,18,0,0,0,1,,0,5,3,1,0,,0,0,0,0,,0,0,0,0,,1,0,1
E06000035,Medway Towns,,,205,,90,,5,0,4,3,12,,1,52,0,0,1,12,,4,51,8,12,2,,26,24,0,2,,3,2,1,0,,2,0,7
E07000133,Melton,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000187,Mendip,,,103,,31,,2,0,0,2,3,,0,17,0,0,0,7,,4,31,9,11,2,,3,0,2,1,,3,0,1,2,,3,0,6
E09000024,Merton,,,119,,50,,1,0,0,2,3,,1,34,1,0,0,8,,6,48,1,5,3,,1,1,0,0,,0,0,0,0,,2,1,2
E07000042,Mid Devon,,,51,,24,,0,0,0,0,0,,0,17,1,0,0,6,,1,8,4,7,1,,1,1,0,0,,0,0,0,0,,1,0,4
E07000203,Mid Suffolk,,,42,,13,,0,0,0,0,0,,1,10,1,0,0,1,,3,8,5,4,2,,2,1,0,1,,0,0,0,0,,0,0,5
E07000228,Mid Sussex,,,63,,36,,6,0,0,0,0,,0,25,0,0,0,5,,3,6,6,1,1,,4,3,0,1,,3,1,0,2,,0,0,3
E06000002,Middlesbrough,,,122,,14,,0,0,1,0,1,,0,6,0,0,0,6,,0,35,6,29,7,,2,1,0,1,,4,0,2,2,,3,7,15
E06000042,Milton Keynes,,,97,,39,,6,1,2,2,1,,3,0,0,1,5,18,,4,25,6,4,1,,1,1,0,0,,2,0,0,2,,0,0,15
E07000210,Mole Valley,,,46,,18,,1,0,1,0,0,,0,14,0,1,0,1,,2,5,1,3,0,,5,3,1,1,,1,0,0,1,,3,0,8
E07000091,New Forest,,,106,,44,,3,0,1,0,5,,2,24,0,0,1,8,,3,33,9,4,2,,1,0,0,1,,1,0,0,1,,1,0,8
E07000175,Newark & Sherwood,,,16,,8,,1,0,0,0,0,,0,7,0,0,0,0,,0,1,3,1,0,,1,1,0,0,,0,0,0,0,,0,0,2
E08000021,Newcastle on Tyne,,,156,,77,,6,0,0,1,4,,0,54,1,1,1,9,,6,50,5,1,2,,4,1,1,2,,2,0,0,2,,3,2,4
E07000195,Newcastle under Lyme,,,47,,15,,0,0,0,0,2,,0,10,0,0,0,3,,1,8,7,8,0,,0,0,0,0,,2,0,0,2,,1,0,5
E09000025,Newham,,,167,,67,,1,2,0,1,0,,1,19,0,1,0,42,,4,57,8,5,3,,3,3,0,0,,3,0,0,3,,1,2,14
E07000043,North Devon,,,174,,60,,2,0,2,0,3,,2,35,1,0,0,15,,19,34,18,15,3,,9,2,2,5,,5,0,4,1,,2,0,9
E07000038,North East Derbyshire,,,41,,10,,1,0,0,0,1,,0,8,0,0,0,0,,4,14,4,3,0,,2,2,0,0,,1,0,1,0,,2,0,1
E06000012,North East Lincolnshire,,,189,,49,,3,0,2,1,1,,2,27,3,0,1,9,,0,33,18,28,6,,2,1,0,1,,4,1,2,1,,1,1,47
E07000099,North Hertfordshire,,,46,,20,,0,0,0,0,4,,0,13,1,0,0,2,,1,5,1,0,0,,13,11,0,2,,0,0,0,0,,0,0,6
E07000139,North Kesteven,,,11,,2,,0,0,0,0,0,,0,2,0,0,0,0,,0,1,2,0,0,,0,0,0,0,,0,0,0,0,,1,0,5
E06000013,North Lincolnshire,,,105,,31,,0,0,0,0,0,,1,28,0,0,0,2,,1,28,18,18,2,,1,1,0,0,,1,0,0,1,,0,0,5
E07000147,North Norfolk,,,33,,16,,0,0,0,0,0,,0,16,0,0,0,0,,1,6,5,1,0,,1,1,0,0,,2,0,2,0,,0,0,1
E06000061,North Northamptonshire,,,119,,44,,3,0,2,0,0,,1,31,1,0,0,6,,6,31,10,6,5,,7,4,1,2,,2,0,0,2,,1,0,7
E06000024,North Somerset,,,160,,53,,0,0,2,3,2,,2,39,0,0,1,4,,4,55,9,26,3,,3,1,1,1,,2,0,1,1,,3,0,2
E08000022,North Tyneside,,,138,,41,,3,0,1,1,1,,2,25,0,0,2,6,,11,35,10,9,0,,1,0,1,0,,5,0,2,3,,8,9,9
E07000218,North Warwickshire,,,17,,7,,0,0,0,0,0,,0,7,0,0,0,0,,0,2,1,6,0,,1,1,0,0,,0,0,0,0,,0,0,0
E07000134,North West Leicestershire,,,38,,17,,2,0,0,0,0,,0,14,0,0,0,1,,1,9,5,1,1,,3,2,0,1,,0,0,0,0,,0,0,1
E06000057,Northumberland,,,99,,37,,1,0,1,0,3,,1,27,0,2,0,2,,1,22,12,13,2,,0,0,0,0,,1,0,1,0,,1,0,10
E07000148,Norwich,,,94,,36,,1,0,0,1,1,,2,26,0,0,1,4,,4,22,5,5,0,,3,1,2,0,,6,0,1,5,,1,1,11
E06000018,Nottingham,,,288,,86,,3,0,2,3,6,,2,33,3,2,2,30,,6,70,11,24,2,,11,5,2,4,,10,1,6,3,,10,15,43
E07000219,Nuneaton & Bedworth,,,66,,23,,0,0,0,0,0,,0,21,0,1,0,1,,0,10,10,5,0,,2,0,1,1,,0,0,0,0,,2,0,14
E07000135,Oadby & Wigston,,,8,,4,,0,0,1,0,0,,0,3,0,0,0,0,,0,3,0,0,0,,1,1,0,0,,0,0,0,0,,0,0,0
E08000004,Oldham,,,230,,48,,4,0,0,0,2,,0,30,0,0,0,12,,12,87,15,19,8,,2,0,0,2,,3,0,1,2,,8,9,19
E07000178,Oxford,,,61,,19,,1,0,1,0,0,,2,13,0,0,0,2,,2,14,4,5,0,,0,0,0,0,,2,0,2,0,,1,0,14
E07000122,Pendle,,,35,,13,,0,0,0,0,1,,0,8,0,0,0,4,,2,3,4,3,1,,1,0,1,0,,1,0,1,0,,0,2,5
E06000031,Peterborough,,,128,,32,,5,1,0,1,2,,0,19,0,0,0,4,,3,43,13,13,2,,5,3,1,1,,1,0,1,0,,0,3,13
E06000026,Plymouth,,,163,,86,,1,1,0,0,2,,0,52,1,0,0,29,,1,19,18,9,3,,1,0,0,1,,8,0,1,7,,0,2,16
E06000044,Portsmouth,,,200,,86,,3,0,1,0,3,,22,49,0,0,0,8,,20,50,13,10,3,,1,1,0,0,,3,0,1,2,,0,3,11
E07000123,Preston,,,113,,41,,1,0,0,1,0,,1,27,1,1,4,5,,1,25,8,8,2,,4,0,0,4,,2,0,1,1,,2,5,15
E06000038,Reading,,,62,,33,,4,0,0,0,1,,2,17,0,0,0,9,,1,15,1,3,1,,3,2,0,1,,4,0,0,4,,0,0,1
E09000026,Redbridge,,,32,,10,,0,0,0,0,1,,0,5,1,0,1,2,,1,15,1,2,0,,0,0,0,0,,1,0,0,1,,0,0,2
E06000003,Redcar & Cleveland,,,62,,18,,1,0,0,0,0,,0,16,1,0,0,0,,0,12,5,7,0,,10,8,0,2,,1,0,0,1,,1,0,8
E07000236,Redditch,,,49,,17,,0,0,1,0,0,,0,11,0,0,0,5,,0,15,3,5,0,,0,0,0,0,,1,0,1,0,,0,0,8
E07000211,Reigate & Banstead,,,65,,21,,0,0,0,0,2,,0,13,0,0,0,6,,2,20,6,6,2,,2,1,1,0,,0,0,0,0,,0,0,6
E07000124,Ribble Valley,,,4,,1,,0,0,0,0,0,,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E09000027,Richmond upon Thames,,,25,,7,,0,0,0,0,2,,0,4,0,0,0,1,,1,8,2,1,0,,0,0,0,0,,0,0,0,0,,0,0,6
E07000166,Richmondshire,,,18,,3,,0,0,0,0,0,,0,3,0,0,0,0,,0,3,5,0,2,,0,0,0,0,,0,0,0,0,,0,0,5
E08000005,Rochdale,,,182,,39,,1,0,0,0,3,,0,31,0,1,1,2,,7,60,13,24,7,,3,2,0,1,,8,0,1,7,,6,3,12
E07000075,Rochford,,,29,,13,,0,0,1,1,0,,0,10,0,0,0,1,,1,8,1,4,0,,0,0,0,0,,2,0,0,2,,0,0,0
E07000125,Rossendale,,,72,,23,,0,0,0,0,0,,0,17,0,1,0,5,,0,15,9,10,1,,0,0,0,0,,0,0,0,0,,0,1,13
E07000064,Rother,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E08000018,Rotherham,,,128,,69,,4,0,1,0,3,,1,57,0,0,0,3,,0,19,5,2,1,,6,1,0,5,,3,1,1,1,,12,6,5
E07000220,Rugby,,,18,,6,,1,0,0,0,0,,0,5,0,0,0,0,,1,6,1,1,1,,0,0,0,0,,0,0,0,0,,0,0,2
E07000212,Runnymede,,,20,,7,,1,0,0,0,0,,0,4,0,0,0,2,,1,6,2,2,0,,0,0,0,0,,0,0,0,0,,1,0,1
E07000176,Rushcliffe,,,56,,19,,2,0,0,0,2,,0,14,0,0,0,1,,1,15,6,2,2,,3,2,0,1,,0,0,0,0,,0,0,8
E07000092,Rushmoor,,,70,,26,,2,0,2,0,5,,0,15,1,0,1,0,,1,14,6,7,1,,4,4,0,0,,3,0,3,0,,1,0,7
E06000017,Rutland,,,10,,4,,0,0,0,0,1,,0,3,0,0,0,0,,0,5,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000167,Ryedale,,,29,,10,,1,0,0,0,0,,0,8,0,0,0,1,,0,3,2,0,0,,4,4,0,0,,0,0,0,0,,0,0,10
E08000006,Salford,,,100,,21,,0,0,0,0,1,,0,16,0,0,0,4,,2,4,0,0,1,,57,57,0,0,,7,0,1,6,,1,0,7
E08000028,Sandwell,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000168,Scarborough,,,60,,40,,3,0,2,1,0,,0,30,1,0,0,3,,0,17,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000188,Sedgemoor,,,70,,31,,0,0,0,0,0,,0,30,0,0,1,0,,3,14,4,1,1,,3,0,3,0,,2,1,1,0,,0,0,11
E08000014,Sefton,,,65,,8,,1,0,0,1,0,,1,1,2,0,0,2,,1,31,2,2,3,,0,0,0,0,,1,0,1,0,,0,4,13
E07000169,Selby,,,27,,17,,0,0,1,0,1,,0,15,0,0,0,0,,0,5,3,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E07000111,Sevenoaks,,,78,,10,,0,0,1,0,1,,0,7,0,0,0,1,,4,32,10,12,0,,1,0,0,1,,0,0,0,0,,0,0,9
E08000019,Sheffield,,,137,,38,,1,0,1,1,0,,0,9,0,1,0,25,,1,62,2,10,12,,0,0,0,0,,3,0,0,3,,1,3,5
E06000051,Shropshire,,,46,,27,,0,0,0,0,2,,0,24,0,0,0,1,,0,4,2,2,1,,3,2,0,1,,0,0,0,0,,0,0,7
E06000039,Slough,,,110,,26,,0,0,1,0,1,,1,19,0,0,0,4,,3,44,3,4,2,,1,1,0,0,,6,0,0,6,,4,0,17
E08000029,Solihull,,,111,,24,,1,0,1,0,1,,0,20,0,0,0,1,,1,26,6,20,8,,0,0,0,0,,3,0,0,3,,2,0,21
E07000246,Somerset West and Taunton,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000012,South Cambridgeshire,,,48,,17,,2,0,0,0,2,,0,10,0,1,0,2,,1,8,7,6,1,,4,3,0,1,,1,0,1,0,,0,0,3
E07000039,South Derbyshire,,,18,,8,,0,0,0,0,0,,0,7,0,0,0,1,,0,3,4,2,1,,0,0,0,0,,0,0,0,0,,0,0,0
E06000025,South Gloucestershire,,,137,,49,,1,0,1,1,3,,0,39,1,0,1,2,,3,41,8,8,3,,8,5,2,1,,5,1,3,1,,0,1,11
E07000044,South Hams,,,57,,19,,5,0,0,0,2,,0,11,0,0,0,1,,1,2,3,4,0,,8,7,0,1,,0,0,0,0,,0,0,20
E07000140,South Holland,,,27,,11,,0,0,0,0,0,,0,9,0,0,0,2,,0,6,0,1,0,,1,0,0,1,,3,0,0,3,,0,0,5
E07000141,South Kesteven,,,50,,20,,0,0,0,0,1,,0,17,0,0,0,2,,7,2,2,9,0,,1,1,0,0,,0,0,0,0,,0,0,9
E07000031,South Lakeland,,,138,,35,,0,0,0,0,21,,0,11,0,0,0,3,,3,9,4,2,1,,50,50,0,0,,0,0,0,0,,1,0,33
E07000149,South Norfolk,,,17,,8,,0,0,2,0,0,,0,6,0,0,0,0,,2,3,3,0,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000179,South Oxfordshire,,,83,,23,,0,0,1,0,4,,0,15,1,0,0,2,,8,19,17,11,1,,1,1,0,0,,1,0,1,0,,0,0,2
E07000126,South Ribble,,,113,,32,,4,0,2,0,6,,2,17,0,0,0,1,,3,22,11,20,2,,13,10,1,2,,3,0,3,0,,1,1,5
E07000189,South Somerset,,,53,,39,,0,0,0,0,0,,0,37,0,0,0,2,,0,0,3,2,0,,1,0,1,0,,0,0,0,0,,0,0,8
E07000196,South Staffordshire,,,9,,7,,0,0,0,0,0,,0,5,0,0,0,2,,0,1,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E08000023,South Tyneside,,,130,,21,,0,1,0,0,3,,0,16,0,0,0,1,,3,18,8,31,7,,0,0,0,0,,26,1,2,23,,1,2,13
E06000045,Southampton,,,109,,25,,4,0,0,1,0,,0,16,0,0,1,3,,1,50,0,1,7,,13,9,2,2,,2,0,2,0,,0,0,10
E06000033,Southend-on-Sea,,,138,,47,,1,0,1,0,3,,0,38,0,0,1,3,,10,47,11,6,0,,2,1,0,1,,2,0,1,1,,0,0,13
E09000028,Southwark,,,311,,107,,2,2,3,0,8,,0,25,12,3,1,51,,18,23,2,8,3,,101,85,0,16,,2,1,0,1,,3,0,44
E07000213,Spelthorne,,,63,,26,,0,0,0,0,3,,0,18,0,0,0,5,,5,16,3,7,2,,0,0,0,0,,1,0,0,1,,0,0,3
E07000240,St Albans,,,34,,5,,0,0,0,0,0,,0,1,0,1,0,3,,0,13,2,6,1,,2,1,1,0,,1,0,0,1,,1,1,2
E08000013,St Helens,,,116,,39,,3,0,0,1,1,,1,29,1,0,0,3,,0,36,2,3,0,,4,3,1,0,,0,0,0,0,,4,1,27
E07000197,Stafford,,,20,,5,,0,0,0,1,0,,0,4,0,0,0,0,,3,6,0,1,0,,1,1,0,0,,2,1,1,0,,0,0,2
E07000198,Staffordshire Moorlands,,,35,,9,,0,0,0,2,0,,0,6,0,0,0,1,,5,6,6,5,0,,2,1,1,0,,0,0,0,0,,1,0,1
E07000243,Stevenage,,,48,,16,,0,0,0,0,1,,1,12,0,0,0,2,,3,15,2,4,1,,2,2,0,0,,0,0,0,0,,0,0,5
E08000007,Stockport,,,208,,45,,3,0,2,0,3,,1,29,0,0,0,7,,7,93,22,12,9,,0,0,0,0,,2,0,0,2,,7,1,10
E06000004,Stockton-on-Tees,,,416,,93,,7,0,5,3,14,,2,41,1,2,0,18,,4,137,48,40,31,,24,15,3,6,,5,0,2,3,,9,5,20
E06000021,Stoke-on-Trent,,,151,,50,,1,0,0,1,2,,4,36,0,0,0,6,,2,42,14,14,5,,5,2,0,3,,8,0,0,8,,1,4,6
E07000221,Stratford-on-Avon,,,69,,19,,1,0,0,0,2,,1,13,0,0,0,2,,2,13,11,5,1,,7,5,0,2,,2,0,1,1,,2,0,7
E07000082,Stroud,,,24,,15,,0,0,0,0,0,,0,14,0,0,0,1,,1,5,1,0,0,,0,0,0,0,,1,0,0,1,,0,0,1
E08000024,Sunderland,,,124,,21,,4,0,0,0,0,,1,7,0,1,0,8,,6,26,8,19,10,,12,3,1,8,,8,2,1,5,,4,3,7
E07000214,Surrey Heath,,,13,,9,,0,0,0,0,2,,0,6,0,0,0,1,,0,1,0,2,0,,0,0,0,0,,0,0,0,0,,0,0,1
E09000029,Sutton,,,105,,32,,2,0,1,0,5,,1,17,0,0,4,2,,5,33,7,6,2,,4,2,1,1,,2,0,2,0,,1,0,13
E07000113,Swale,,,91,,32,,0,1,1,0,2,,1,23,0,0,0,4,,4,30,4,7,0,,9,4,0,5,,2,0,2,0,,1,0,2
E06000030,Swindon,,,89,,5,,0,0,0,0,0,,0,4,0,0,0,1,,0,9,2,7,1,,0,0,0,0,,3,1,0,2,,6,1,55
E08000008,Tameside,,,113,,46,,2,0,4,0,3,,1,31,2,0,0,3,,1,26,6,7,0,,9,5,3,1,,1,0,1,0,,6,7,4
E07000199,Tamworth,,,38,,18,,0,0,0,0,0,,0,18,0,0,0,0,,0,8,4,4,1,,1,1,0,0,,1,0,0,1,,0,0,1
E07000215,Tandridge,,,42,,14,,0,0,0,0,0,,0,13,0,0,0,1,,0,11,4,3,0,,0,0,0,0,,0,0,0,0,,0,0,10
E07000045,Teignbridge,,,160,,56,,13,0,5,0,2,,2,27,1,2,4,0,,8,13,12,10,3,,10,8,0,2,,5,0,2,3,,1,0,42
E06000020,Telford & Wrekin,,,86,,17,,1,0,0,1,1,,0,11,0,0,0,3,,0,28,6,16,4,,1,1,0,0,,3,0,3,0,,2,0,9
E07000076,Tendring,,,83,,48,,10,0,0,1,5,,0,29,1,0,0,2,,2,16,4,3,1,,3,2,1,0,,2,1,1,0,,0,0,4
E07000093,Test Valley,,,56,,17,,0,0,1,0,0,,1,15,0,0,0,0,,1,11,5,6,1,,2,1,1,0,,3,0,3,0,,0,0,10
E07000083,Tewkesbury,,,50,,8,,0,0,0,0,0,,0,8,0,0,0,0,,0,19,6,2,3,,2,2,0,0,,2,0,1,1,,0,0,8
E07000114,Thanet,,,141,,95,,10,2,3,4,9,,5,51,2,1,0,8,,6,25,2,3,1,,3,2,1,0,,0,0,0,0,,2,0,4
E07000102,Three Rivers,,,30,,9,,0,0,2,0,0,,0,6,0,0,0,1,,1,16,0,0,1,,2,1,1,0,,0,0,0,0,,1,0,0
E06000034,Thurrock,,,111,,25,,5,0,3,0,1,,1,14,0,0,0,1,,3,43,5,11,0,,0,0,0,0,,0,0,0,0,,2,2,20
E07000115,Tonbridge & Malling,,,16,,7,,1,0,0,0,0,,0,5,0,0,0,1,,0,3,0,1,1,,1,1,0,0,,0,0,0,0,,0,0,3
E06000027,Torbay,,,54,,37,,1,0,0,1,2,,2,27,0,0,0,4,,3,7,2,0,0,,0,0,0,0,,1,0,1,0,,0,0,4
E07000046,Torridge,,,65,,37,,3,0,1,0,0,,3,27,0,0,0,3,,3,13,1,4,0,,1,0,0,1,,0,0,0,0,,0,0,6
E09000030,Tower Hamlets,,,278,,49,,7,1,1,1,6,,4,13,0,1,0,15,,6,106,13,20,4,,64,56,3,5,,8,0,4,4,,2,3,3
E08000009,Trafford,,,129,,32,,1,1,2,0,2,,1,23,1,0,0,1,,4,44,8,3,4,,4,2,1,1,,7,0,2,5,,13,1,9
E07000116,Tunbridge Wells,,,82,,24,,2,0,0,1,1,,0,12,0,2,0,6,,3,19,10,10,2,,2,0,0,2,,2,1,0,1,,2,0,8
E07000077,Uttlesford,,,10,,5,,1,0,0,0,0,,0,2,0,0,0,2,,1,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,3
E07000180,Vale of White Horse,,,81,,25,,0,1,1,0,3,,0,17,0,0,0,3,,4,23,7,6,2,,4,2,0,2,,1,0,1,0,,0,0,9
E08000036,Wakefield,,,279,,74,,5,0,2,0,2,,5,38,0,2,10,10,,1,78,22,28,5,,22,7,8,7,,24,2,16,6,,10,5,10
E08000030,Walsall,,,112,,37,,3,0,0,1,2,,0,30,0,0,0,1,,1,27,6,18,2,,3,2,0,1,,0,0,0,0,,1,0,17
E09000031,Waltham Forest,,,207,,57,,2,0,0,0,1,,1,39,0,0,0,14,,7,83,4,6,3,,2,0,1,1,,1,0,0,1,,0,1,43
E09000032,Wandsworth,,,29,,6,,0,0,0,1,0,,0,4,0,0,0,1,,3,9,0,0,3,,2,1,0,1,,0,0,0,0,,0,0,6
E06000007,Warrington,,,175,,31,,0,0,0,0,2,,1,24,1,0,0,3,,9,61,12,37,2,,0,0,0,0,,4,0,1,3,,4,0,15
E07000222,Warwick,,,40,,11,,0,0,1,2,1,,0,7,0,0,0,0,,5,4,5,4,1,,2,0,0,2,,0,0,0,0,,0,0,8
E07000103,Watford,,,43,,14,,0,0,0,0,0,,1,13,0,0,0,0,,3,16,2,2,1,,1,1,0,0,,2,0,0,2,,0,0,2
E07000216,Waverley,,,37,,15,,2,0,0,0,1,,0,11,0,0,0,1,,0,10,1,4,0,,2,0,0,2,,0,0,0,0,,0,0,5
E07000065,Wealden,,,52,,26,,2,0,2,0,1,,2,14,1,1,0,3,,4,5,8,2,1,,3,3,0,0,,0,0,0,0,,0,0,3
E07000241,Welwyn Hatfield,,,149,,22,,1,0,3,0,2,,0,13,1,0,0,2,,9,37,24,10,3,,6,1,1,4,,8,0,0,8,,5,0,25
E06000037,West Berkshire,,,62,,21,,4,0,1,0,2,,0,8,0,0,0,6,,2,13,2,5,1,,2,1,0,1,,1,1,0,0,,0,0,15
E07000047,West Devon,,,31,,18,,2,0,0,0,6,,0,8,0,0,1,1,,0,1,1,2,0,,4,4,0,0,,0,0,0,0,,0,0,5
E07000127,West Lancashire,,,8,,2,,1,0,0,0,0,,0,1,0,0,0,0,,0,1,0,1,0,,0,0,0,0,,0,0,0,0,,0,1,3
E07000142,West Lindsey,,,94,,34,,0,0,4,0,2,,0,25,1,0,0,2,,4,22,4,17,3,,1,0,1,0,,2,0,1,1,,2,0,5
E06000062,West Northamptonshire,,,181,,49,,3,0,3,0,5,,0,30,0,2,0,6,,2,42,9,7,1,,9,7,0,2,,11,1,5,5,,29,0,22
E07000181,West Oxfordshire,,,35,,14,,0,0,1,0,0,,0,10,0,0,0,3,,2,6,4,1,0,,0,0,0,0,,1,0,0,1,,1,0,6
E07000245,West Suffolk,,,53,,26,,1,0,1,0,0,,0,20,1,0,0,3,,2,8,4,2,4,,2,2,0,0,,0,0,0,0,,0,0,5
E09000033,Westminster,,,91,,67,,2,0,0,1,1,,1,55,1,1,0,5,,0,5,1,2,0,,3,1,0,2,,0,0,0,0,,0,0,13
E08000010,Wigan,,,191,,85,,0,0,0,2,4,,0,67,1,0,0,11,,16,28,7,24,2,,7,1,4,2,,2,0,1,1,,0,4,16
E06000054,Wiltshire,,,227,,52,,2,0,4,0,5,,2,32,0,0,2,5,,6,60,22,12,0,,12,5,4,3,,7,0,5,2,,0,0,56
E07000094,Winchester,,,32,,13,,0,0,0,0,0,,0,10,0,0,0,3,,0,8,3,2,0,,1,1,0,0,,0,0,0,0,,0,0,5
E06000040,Windsor & Maidenhead,,,61,,16,,0,0,0,1,1,,0,13,0,0,0,1,,2,24,2,6,2,,1,1,0,0,,0,0,0,0,,3,0,5
E08000015,Wirral,,,78,,29,,3,1,0,0,4,,0,21,0,0,0,0,,8,11,1,8,4,,5,2,1,2,,2,0,1,1,,2,0,8
E07000217,Woking,,,56,,13,,2,0,0,0,0,,0,7,0,0,0,4,,5,8,5,2,0,,0,0,0,0,,1,0,1,0,,1,0,21
E06000041,Wokingham,,,36,,14,,1,0,1,0,2,,0,10,0,0,0,0,,1,11,1,2,0,,0,0,0,0,,3,0,0,3,,2,0,2
E08000031,Wolverhampton,,,224,,108,,2,1,3,0,1,,0,87,2,1,2,9,,5,66,9,9,7,,16,15,0,1,,1,0,1,0,,1,1,1
E07000237,Worcester,,,86,,26,,0,0,0,0,0,,0,20,0,0,0,6,,2,26,9,4,1,,1,0,0,1,,3,1,0,2,,2,0,12
E07000229,Worthing,,,43,,25,,3,0,1,0,0,,0,16,0,0,0,5,,3,5,2,3,0,,1,1,0,0,,3,0,0,3,,0,0,1
E07000238,Wychavon,,,31,,14,,1,0,0,0,0,,0,12,0,0,0,1,,1,10,1,3,0,,0,0,0,0,,0,0,0,0,,0,0,2
E07000128,Wyre,,,81,,16,,1,0,0,0,3,,0,11,0,0,0,1,,2,26,12,7,1,,0,0,0,0,,0,0,0,0,,1,2,14
E07000239,Wyre Forest,,,57,,23,,2,0,0,1,0,,2,18,0,0,0,0,,2,11,11,3,0,,2,1,0,1,,1,0,1,0,,1,0,3
E06000014,York,,,166,,45,,2,0,0,0,2,,0,25,1,0,0,15,,6,59,14,8,1,,1,1,0,0,,4,1,3,0,,11,0,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"The outcome of the assessment whether the applicant is homeless or threatened with homelessness and what, if any, duty is owed to them by the local authority.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Includes rent arrears due to change in personal circumstances, increase in rent, reduction in employment income, changes in benefit entitlement, tenant difficulty budgeting or tenant making other payment(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Includes tenant abandoned property, other or not known.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Includes no longer eligible for supported housing, other or not known.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"Includes fire / flood / other emergency, left HM forces, mortgage repossession, property disrepair, other or not known.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Totals include estimates for Charnwood, Durham, Hounslow, Melton, Rother, Sandwell and Somerset West and Taunton who did not provide accurate data this quarter but have provided figures in previous quarters. These values were used to derive estimates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
